timestamp,experiment_id,project_name,duration,emissions,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2025-02-13T09:25:55,549ebf0e-1b3e-4037-8334-8e81f932c1e6,codecarbon,3.227205991744995,1.6851069483793678e-06,2.5071927443384293e-06,United Kingdom,GBR,england,N,,
2025-02-13T09:26:05,fd32b1a5-d12b-457e-9981-885958ecffff,codecarbon,1.1844449043273926,1.3903667961147286e-06,2.0686624944134595e-06,United Kingdom,GBR,england,N,,
